Ligand,SMILE,PDBCode
6c7q_decoy_7,C[C@@H](C=Cc1nc(NC[C@H]2CCCO2)c2c(n1)C(OCF)=C1C(=O)Nc3ccccc3[C@H]12)CCO,6c7q
6c7q_decoy_8,CO[C@H](C)c1cc(COc2ccccc2NC[C@H](O)C2=CN(C[C@@H]3CCCO3)C=CC=C2)[nH]n1,6c7q
6c7q_decoy_9,Cc1c(C(=O)N[C@@H]2Cc3cc(Oc4ccc(N(C)CCF)nc4)ccc3O2)[nH]c2c1C(=O)CCC2,6c7q
6c7w_decoy_1,Cc1cc(COC(=O)c2ccc3cc(CCl)[nH]c3c2)cc(N(C)C)c1,6c7w
6c7w_decoy_10,[NH3+][C@@H]1CCO[C@](O)(CO)C1,6c7w
6c7w_decoy_2,Cc1cc(Cl)c(C)c(Oc2ccnc(C(=O)NCC3=CCC=C3)c2)c1,6c7w
6c7w_decoy_3,CCNc1cc(C)cc2nc(-c3cc(OC)c(OC)cc3Cl)ccc12,6c7w
6c7w_decoy_4,Cc1ccc(C=Cc2ncccc2NC(=O)c2ccc(C)c(Cl)c2)o1,6c7w
6c7w_decoy_5,CN=Nc1ccc(N)cc1Oc1ccc(Oc2ccc(Cl)cc2)cc1,6c7w
6c7w_decoy_6,Cc1ccc(Cc2c(C)cncc2C=O)cc1-c1ccc(Cl)[nH]c1=O,6c7w
6c7w_decoy_7,[NH3+][C@H]1C=CCO[C@@H]1C(O)O,6c7w
6c7w_decoy_8,[NH3+][C@@H]1[C@H](O)COC[C@H]1CO,6c7w
6c7w_decoy_9,[NH3+]C[C@H]1COC[C@]1(O)CO,6c7w
6c7x_decoy_1,CC[NH2+]CCc1oc(=O)c(N2CCc3c(cc(C)c(F)c3F)C2=O)cc1F,6c7x
6c7x_decoy_10,C=C(C=[NH2+])C[NH3+],6c7x
6c7x_decoy_2,C[N@H+]1CC(C(=O)CC(F)(F)F)=Cc2c[nH]c(C(=O)c3ccc(C=O)cc3)c21,6c7x
6c7x_decoy_3,CC=C(C=CC(=O)C[NH2+]C[C@H]1CN2CCOc3cccc(c32)O1)C(F)(F)F,6c7x
6c7x_decoy_4,C=C(C=[NH2+])C(=CC(F)(F)F)C1=C2CCCC=C2C(=O)N([C@@H](C)C(=O)OC)C1,6c7x
6c7x_decoy_5,C=C1C(CN2C(=O)CN3CCCC(F)=C3C=C2C(=O)OC)=CC=CC1(F)F,6c7x
6c7x_decoy_6,[NH3+]C[C@]1(CC(F)(F)F)CCCN(CCOc2cccc3c2OCCO3)CC1,6c7x
6c7x_decoy_7,COC(=C(C)C[NH2+]C1CCCC1)C(F)=C1C(=O)N(C)C(=C(O)F)C1=C(C)F,6c7x
6c7x_decoy_8,COc1ccc2c(c1[C@@H](C)[NH2+]Cc1cc(F)nc(C)c1C(F)F)OCCO2,6c7x
6c7x_decoy_9,[NH2+]=CC=CC[NH3+],6c7x
6c9v_decoy_1,CC1=c2c(C(=O)[C@@H](C)Oc3ccc(C=C4SC(=O)N(C)C4=O)cc3)ccc(O)c2=CC1,6c9v
6c9v_decoy_10,C=C(F)C(=CCF)[C@H]1C(c2nnc[nH]2)=C(O)C(=O)N1c1ccc2c(c1)CC=NN2,6c9v
6c9v_decoy_2,Cc1cc(NC(=O)[C@H]2SCc3ccccc32)cc(C)c1CCC(=O)O[C@@H]1CCOC1=O,6c9v
6c9v_decoy_3,CN1C=CNNc2n[nH]c3c2[C@@](C)(CC3)CC(=O)N2CCC(C(F)F)(CC2)C1=O,6c9v
6c9v_decoy_4,Cc1[nH]c2nc(C(F)F)n3c(ncc3[C@H]3CC[C@]4(CC3)NC(=O)NC4=O)c2c1C,6c9v
6c9v_decoy_5,O=c1n(-c2cccc(NC=C3C=CNC3=NF)c2)cnn1[C@H]1CCC[C@@H](O)C1,6c9v
6c9v_decoy_6,Cn1nc2c(c1[C@@H]1NC(=O)[C@@H](c3c[nH]cc3F)N1)CCCc1ncc(F)cc1-2,6c9v
6c9v_decoy_7,O=C1NC2(CCCC2)C(=O)N1CC1=Nc2nccn2[C@@H](c2cc(F)ccc2F)N1,6c9v
6c9v_decoy_8,NC(=O)NC(=CC(F)F)c1nccn1C1=CN2C(=O)[C@@H](C3CCCC3)N=C2C=C1,6c9v
6c9v_decoy_9,Cc1ccc2c(c1)O[C@H](C(=O)NC1=Nc3cc(F)nn3C(C3CC3)=NN1)CC2,6c9v
6cbf_decoy_1,NC(=O)c1nc2nc(=O)n1CC[C@@H](N)C[C@H](CCO)NC(=O)NC2,6cbf
6cbf_decoy_10,CCCOC(=O)[C@@H]1C[C@H](O)c2nc([C@H]3CCC[C@H](CC)O3)c(Cl)c(O)c2O1,6cbf
6cbf_decoy_2,NC(=O)NCC(=O)CNC(=O)N[C@@H]1CCC2=C1C(=O)NNC(=O)N2,6cbf
6cbf_decoy_3,C[C@H]1CNc2n[nH]c(=O)c(NC(=O)CNC(=O)[C@H]3NC(=O)NC3=O)c21,6cbf
6cbf_decoy_4,CNC(=O)[C@H](CNC(=O)NC[C@@H]1NC(=O)NNC1=O)OC1=CC[NH+]=C1,6cbf
6cbf_decoy_5,C=C1C[C@H](NC(=O)c2[nH]c(=O)[nH]c2C(=O)NCC(N)=O)[C@@H](O)C(N)=N1,6cbf
6cbf_decoy_6,C[C@]1(CCNC(=O)C(=O)NC2=C(N)NC(=O)C2=CN)NC(=O)NC1=O,6cbf
6cbf_decoy_7,Cc1[nH]c(=O)[nH]c(=O)c1NC(=O)NC(=O)C1=CN[C@](C)(CN)NC1=O,6cbf
6cbf_decoy_8,O=C(NCc1ncc(CO)cn1)NC(=O)N[C@H]1C(=O)NCN[C@@H]1CO,6cbf
6cbf_decoy_9,Cc1cc(C=C2N[C@@H](O)[C@H](c3occc3Cl)OC2=O)c(O)c([C@H](C)O)c1C,6cbf
6cbg_decoy_1,O=C(NC1=CCOC=C1)c1ccc[nH]1,6cbg
6cbg_decoy_10,Cc1cc(-c2[nH]cnc2C=O)c(C)o1,6cbg
6cbg_decoy_2,Oc1nccc(-c2cccnc2)c1O,6cbg
6cbg_decoy_3,C=C(C)C1=CCNC(N)=C1C(=O)OC,6cbg
6cbg_decoy_4,NC1=COCC=C1Oc1cccnc1,6cbg
6cbg_decoy_5,O=C(NC1=CC=C1)NC1CCOCC1,6cbg
6cbg_decoy_6,COC(=O)c1cnc(C2=CCCC2)[nH]1,6cbg
6cbg_decoy_7,CC(O)=C(C)C=Cc1ncc(CO)[nH]1,6cbg
6cbg_decoy_8,Cc1cncc(-c2ccc(CO)o2)n1,6cbg
6cbg_decoy_9,CCCOc1cc2c[nH]nc2cc1O,6cbg
6ce6_decoy_1,O=C(C=CC=CBr)c1[nH]c2ccccc2c1O,6ce6
6ce6_decoy_10,Cc1ccc(-c2ccc(O)c(Br)c2)c(CO)n1,6ce6
6ce6_decoy_2,CC(=O)c1cc(O)c(Br)cc1NC1=CCC=C1,6ce6
6ce6_decoy_3,COc1cc(Br)cc(N[C@H]2CC=CCC2)c1O,6ce6
6ce6_decoy_4,CNc1ccccc1Oc1cc(Br)ccc1O,6ce6
6ce6_decoy_5,COCCc1c(C)[nH]c2c(Br)cc(O)cc12,6ce6
6ce6_decoy_6,O=C(O)c1cccc(Br)c1NCC1=CCC=C1,6ce6
6ce6_decoy_7,COc1ccccc1Nc1ccc(Br)c(O)c1,6ce6
6ce6_decoy_8,COc1ccc(Br)cc1Oc1ccccc1N,6ce6
6ce6_decoy_9,CCC(=O)c1ccc(-c2cc(Br)ccc2N)o1,6ce6
6ced_decoy_1,NC(=O)[C@H]1CN[C@@H](O)[C@H](O)CO1,6ced
6ced_decoy_10,CCOC(=O)N[C@H](O)[C@H](O)[C@@H](N)O,6ced
6ced_decoy_2,N=C(N)[C@]1([C@@H](O)CO)COCO1,6ced
6ced_decoy_3,COC[C@H](N)C(O)=C(O)C(=N)OO,6ced
6ced_decoy_4,CO[C@@]1(O)NC(=O)[C@H](C)N[C@@H]1O,6ced
6ced_decoy_5,NC(=O)[C@@]1([C@@H](O)CO)CNC(=O)O1,6ced
6ced_decoy_6,NC(=O)[C@H]1O[C@@H](C(=O)O)CNC1=O,6ced
6ced_decoy_7,CO[C@]1(N)OCC(CO)(CO)O1,6ced
6ced_decoy_8,O=C1NC[C@](O)([C@@H](O)CCO)N1,6ced
6ced_decoy_9,NC(=O)[C@H]1CO[C@@H](O)C(=O)NC1=O,6ced
6cfc_decoy_1,C[C@H](OC(=O)COC(=O)C[C@H]1c2cc(Cl)ccc2CC(C)(C)[C@@]12[C@H]1CCO[C@H]12)[C@H]1CC[C@H](Cl)C1,6cfc
6cfc_decoy_10,CO[C@H]1C=C([C@@H]2NC(=O)CC[C@H]2[NH2+][C@H](C)Cc2ccc(C(Cl)=C3N=CNC3=O)s2)C(=O)NO1,6cfc
6cfc_decoy_2,C[C@H]1[C@H]2CC[C@@](C)(O)[C@]1(C)C[C@H]1[C@@H]2CC[C@]1(C)OC(=O)COc1ccc(Cl)cc1C(=O)OCCCl,6cfc
6cfc_decoy_3,Cc1cc(O)c(O[C@H]2COC(=CC(=O)O[C@@H]3C[C@H](Cl)[C@]3(C)C[C@@H](C)[C@H]3CCCOC3)C2)cc1C,6cfc
6cfc_decoy_4,CC[C@H]1CC2=C(OC(=O)C[C@H](O[C@@H]3CCC[C@@H](C)C3)c3c(C)c(Cl)cc(Cl)c3C(=O)O1)[C@H](O)CC2,6cfc
6cfc_decoy_5,C[C@@H](Cl)C[C@H]1C[C@@H]2C[C@H]1C[C@H]2OC(=O)c1cccc(C(=O)O[C@@H]2COCC[C@]23CCCCO3)c1Cl,6cfc
6cfc_decoy_6,C[C@H](O)CSc1c(NC(=O)C[C@H]2N[C@H]3C[C@H]3N2)c(=O)[nH]c(=O)n1C(=O)CCc1cc[nH+]cc1Cl,6cfc
6cfc_decoy_7,CC(=CSc1nc(C[NH2+][C@@H]2CCCNC2=O)n(C[C@H](O)CO)c(=O)c1[C@@H](O)Cl)c1c[nH]nc1C,6cfc
6cfc_decoy_8,C[C@H](Oc1cccc(NC(=O)NC[C@@H]2CN(c3csc(CCNCCl)[nH+]3)CCO2)c1O)C(N)=O,6cfc
6cfc_decoy_9,O=C(C=CC=C1NC(=O)NC1=O)Nc1cnc(C[NH2+][C@H](CC[C@H](O)Cl)C[C@H]2CCCCO2)s1,6cfc
6chp_decoy_1,COc1cc(-c2ccc(F)cc2)ccc1-n1cc(-c2cc(C)c(F)c(C)c2)[nH]c(=O)c1=O,6chp
6chp_decoy_10,CCc1cc(-c2c(-c3cc(C)cc(Cl)c3)c3cc(Cl)ccc3n2C[C@@H](C)[NH3+])nc(CO)n1,6chp
6chp_decoy_2,CCc1ccc(C2=CC(F)(F)CN(C(=O)C(C(=O)NC(C)(C)C)=C3C=C(C)CC(F)=C3)C2)o1,6chp
6chp_decoy_3,CCNC1=C(c2cc3c(cc2[NH2+]C)=CCC=3Cl)CN(CC(=O)Nc2ccc(Cl)cc2)CC1,6chp
6chp_decoy_4,Cc1cc(C)c(-c2cc3cc(Cl)ccc3[nH]c2=O)c(NCC2=C(CCl)C(=CCN)CN2)c1,6chp
6chp_decoy_5,Cc1ccc([C@@H](Nc2c(C)c(Cl)c(C)c3c2C[NH2+]CN3)c2ccc(Cl)cc2NC=O)cc1,6chp
6chp_decoy_6,Cc1cc(CCNc2ccc(C(=O)Nc3cccnc3Cl)cc2)c(Cl)c2c1CCC[NH2+]C2,6chp
6chp_decoy_7,Cc1ccc2c(c1)C[NH2+][C@H](C(=O)Nc1cc(C)c(NCc3cccc(CCl)n3)cc1Cl)C2,6chp
6chp_decoy_8,Cc1cc2c(cc1Cl)C(NCCCNC(=O)Nc1ccc(Cl)cc1)=[NH+]C2=C1C=CC[C@@H]1C,6chp
6chp_decoy_9,[NH3+]CCc1ccc(CN2CCCN(C(=O)c3ccc(-c4ccc(Cl)cc4)[nH]3)CC2)c(Cl)c1,6chp
6cjv_decoy_1,CC1(C)[C@](O)(Cl)[C@@]2(O)CC[C@@]2(OCO)[C@]1(O)CO[C@H](O)OCl,6cjv
6cjv_decoy_10,CO[C@H](O)[C@H]1O[C@H](CO)OCCOC[C@H](O)C(Cl)(Cl)C[C@@H]1O,6cjv
6cjv_decoy_2,C[C@@H](O)O[C@@H](CCl)[C@@H](Cl)[C@@H](O)[C@@H](O)O[C@@H]1C[C@@H](O)[C@H](O)[C@H]1O,6cjv
6cjv_decoy_3,O[C@H]1C[C@H](O)[C@](O)(C(Cl)(Cl)Cl)C[C@@H]1[C@H](O)C[C@H]1COOCO1,6cjv
6cjv_decoy_4,OC[C@@H](O)C[C@](O)([C@H]1O[C@@H](O)C[C@]2(CCOC2)O1)C(Cl)(Cl)Cl,6cjv
6cjv_decoy_5,C[C@@]1(CO[C@H](O)[C@H](O)C(Cl)(Cl)Cl)OCO[C@@H]1[C@H](O)[C@@H](O)CCO,6cjv
6cjv_decoy_6,O=C1C[C@H](CO)O[C@@H](CCl)[C@H](O)OC[C@H](Cl)[C@H](O)[C@@H](O)CO1,6cjv
6cjv_decoy_7,OC[C@H]1OC[C@H](O)COC[C@H]([C@@H](O)C(Cl)(Cl)Cl)OC[C@@H](CO)O1,6cjv
6cjv_decoy_8,C[C@H]1CO[C@@H]([C@@H](O)CO)[C@@H]([C@@H](O)OCC(O)=CC(Cl)(Cl)Cl)O1,6cjv
6cjv_decoy_9,O=C(OC[C@H](O)CO[C@H]1COC[C@H](O)[C@H](O)C1)[C@@H](O)C(Cl)(Cl)Cl,6cjv
6ckr_decoy_1,Cc1nn(CCCC2=CCC=C2)c(C)c1CCC(=O)N(C)c1ccc2c(c1)CCO2,6ckr
6ckr_decoy_10,CC1(C)CCC(OCCC(=O)NC2=C(C(=O)O)C(=CC=C3NOCO3)CS2)CC1,6ckr
6ckr_decoy_2,CC=C(C)CN(CCc1c2c(c(C)c3c1CCn1nccc1-3)CCCC2)C(=O)OC,6ckr
6ckr_decoy_3,Cc1ccc(-c2cc(N3CCCC3)c(CN(C)CC(=O)OC3=CCC=C3)cn2)cc1,6ckr
6ckr_decoy_4,Cc1c(C(=O)[C@H](C)CCN2CCCC2=O)[nH]c2c(C)cc(C3CCN(C)CC3)cc12,6ckr
6ckr_decoy_5,CCC1=NN(c2cc(C=C3CCCO3)c3ccccc3c2)C(=O)C[C@H](N(C)CC)C1,6ckr
6ckr_decoy_6,Cc1ccc(-c2nn(C)cc2CN2CCOC[C@H]2c2cc(C)ccc2C=O)cc1,6ckr
6ckr_decoy_7,COc1ccc(N2CC=CC2)cc1CN1CCO[C@@H](c2ccc(N(C)C)cc2C)C1,6ckr
6ckr_decoy_8,CCCCn1c(=O)n(Cc2ccccc2)c(=O)c2cc(CN3C=CCC=C3)ccc21,6ckr
6ckr_decoy_9,CCOc1ccccc1OCc1ncnc2c1CCCN2C1Cc2ccccc2C1,6ckr
6cks_decoy_1,C[NH2+][C@@H](C)c1c(Cl)ccc(F)c1CCc1cc2c(s1)[C@H]([C@H]1CC[S@](=O)CC1)CC2,6cks
6cks_decoy_10,C=C(C(F)=Cc1[nH]ncc1F)c1n[nH]c(CC)c1CN1CCO[C@]2(CCOC2)C1,6cks
6cks_decoy_2,Cc1c(F)cc(Cl)cc1[C@@H](O)CSc1sc2c(c1C)CC[C@](C)(C[NH2+]C1CC1)C2,6cks
6cks_decoy_3,COc1ccc(-c2nc3cc4c(cc3[nH]2)C(=CC(F)F)C=C2NCCN24)cn1,6cks
6cks_decoy_4,CN=C(C(F)F)N1CCO[C@@H](CNC(=O)N[C@@H]2C=Cc3[nH]c4c(c3C2)CCC4)C1,6cks
6cks_decoy_5,CC1=C(C(F)F)C(C)=C(N=C2C[C@@]3(CCN(C(=O)C4(C)CC4)C3)C(=O)N2)NNC1,6cks
6cks_decoy_6,Cc1c(F)ccc(N[C@H]2n3nccc3C[C@]23C(=O)NC2=CC=NC(=O)[C@@H]23)c1C,6cks
6cks_decoy_7,N=C1NC(=O)c2c(NC(=O)Cc3n[nH]c4c3Cc3cc(F)ccc3-4)cc(F)cc21,6cks
6cks_decoy_8,O=C1C=CN2c3cc(cc[nH]ccccnc(cc[nH]c(=O)c3)N1)C[C@H]2C(F)F,6cks
6cks_decoy_9,CC1=CC=CCCC=c2oc(=O)c(nc2Nc2ncccn2)=CNC1=CC(F)F,6cks
6ckw_decoy_1,CC=CC=C[C@@H](C)[NH2+]Cc1cn[nH]c1-c1ccc2[nH]c3c(C)c(CCC(=O)OC)c(N)cc3c2c1,6ckw
6ckw_decoy_10,CC(=C(C=CC=C(NC(=O)[C@H]([NH3+])[C@H]1NC(=O)[C@H](C)S1)C(F)(F)F)C(=O)NNC=[NH2+])N1CCCC1,6ckw
6ckw_decoy_2,CCNc1c(C)c(NC(=O)Nc2ccccc2NC(=O)[C@]23CCC[C@H]2[NH2+]CC3)cc2ccccc12,6ckw
6ckw_decoy_3,CC[C@@]1([NH3+])CCc2ccc(NC(=O)Cc3ccc(-n4cnc5c(C(N)=O)cccc54)cc3)cc2C1,6ckw
6ckw_decoy_4,NC(=O)NC(=CC=COCC(=O)NCC1(C[NH2+]CC[NH3+])CC1)C1=C=[NH+]C(=CSC(F)(F)F)CN1,6ckw
6ckw_decoy_5,CCC=CC=C(NC(=O)CCC(=O)N1C[C@@H](NC(=O)[NH2+][C@@H](C[NH3+])CC[NH3+])CNC1=S)C(F)(F)F,6ckw
6ckw_decoy_6,CC(C)(NC(=O)N1CC[NH2+][C@H]([C@](C[NH3+])(CCC(N)=O)CCN2C[C@@H](S)[NH2+]CC2=O)C1)C(F)(F)F,6ckw
6ckw_decoy_7,CC(F)=C(C=C(F)F)NC(=O)CSCC[N@H+]1CCN(C(=O)[C@@H](C)NC(=O)NC[NH3+])C[C@@H]1CC[NH3+],6ckw
6ckw_decoy_8,CC=C(NC(=O)C(C=C1N=C(C(N)=O)C(=[NH+][C@@H](C)C(C)C)NC1=O)=C(N)SCC[NH3+])C(F)(F)F,6ckw
6ckw_decoy_9,N=CC(=CC(F)F)C(=[NH2+])NNC(=O)C=C1[C@@H](F)CCC[C@@]1([NH2+]CC(=O)N1CCCC1)C(N)=O,6ckw
6cn5_decoy_1,Cc1cc2c(C)c(C(=O)Nc3cc(C[NH3+])c(C=C(O)C=O)c(=O)[nH]3)oc2cc1NC(=O)C(C)(C)C,6cn5
6cn5_decoy_10,CC[C@H]1Cn2c(c(-c3nc(CNc4ccc(O)cc4)cc(C(C)=NSC(C)C)n3)ccc2=O)O1,6cn5
6cn5_decoy_2,CCOC(=O)c1c([NH3+])ccc(NC(=O)Nc2ccc(O[C@H]3CC[C@@](O)(CC(N)=O)CC3)cc2)c1C,6cn5
6cn5_decoy_3,Cc1ccc(C=C(NC(N)=O)C(=O)Nc2ccc(O)c(OC(=O)c3coc([C@@H](C)[NH3+])c3)c2)cc1,6cn5
6cn5_decoy_4,CC(C)(C)c1nc(CN2CCc3[nH]c(=O)c(C=Nc4nc(C5CC5)c(C=O)s4)cc3C2)co1,6cn5
6cn5_decoy_5,CCNc1ccccc1-c1ccnc(COc2ccccc2-c2nnc(-c3csc(=O)[nH]3)o2)c1,6cn5
6cn5_decoy_6,Cc1nn(CCC[SH]=O)c(Nc2ccccc2)c1NC(=O)c1noc2c1ccc1ccccc12,6cn5
6cn5_decoy_7,Cn1cc(COc2cccc(NC(=O)C(=O)Nc3ccc(-c4cccs4)cn3)c2)nc1C1CC1,6cn5
6cn5_decoy_8,CC(C)(C)Cc1cn(C2=C(NC(=O)CSc3c[nH]c4nccnc34)C=CCC2=O)cc1C=O,6cn5
6cn5_decoy_9,Cc1ccc(-c2ccc3[nH]c([SH](C)(C)=O)cc3c2NC(=O)C[C@@H]2CCCn3cnnc3CC2)o1,6cn5
6cpa_decoy_1,COC1=NN=C(C2=CC(=O)OCC2)ON1CCOC(=O)N1C=C(NC(=O)OOOO)C(OO)=C(O)C1,6cpa
6cpa_decoy_10,CCOc1coc([C@H](NC(=O)N[C@@H](CN[C@@H]2CCOC2)c2ccc(OCCOO)cc2)c2ccco2)c1,6cpa
6cpa_decoy_2,CCOC(=O)N1C[C@@H](COC(=O)O)CN(C(=O)OOC(=O)N(C)C(=O)[C@H]2NC(=O)N(CO)C2=O)C1=O,6cpa
6cpa_decoy_3,COCC(=O)c1ccc(NC2=C(C=C(CO)CCO)[C@H](P(O)O)NC(=CC=C3NC(C)=CO3)C2=O)cc1,6cpa
6cpa_decoy_4,CCOC(=O)[C@@]1(CCCO)CNCCN(c2cc(OC[C@@H](C)OCC[C@@H](C)NC(=O)O)ccc2C)C1=O,6cpa
6cpa_decoy_5,CCOP(OCC)[C@H](O)CNC[C@@]1(c2ccccc2OC)C(=CC=C(O)O)ON=C1NC1=CCOC=C1,6cpa
6cpa_decoy_6,CCOCC=C1C=C(C2=CO[C@](CNc3ccc(N[C@@H](CO)PO)cc3)(OCC)O2)CN(C(=O)OC)C1,6cpa
6cpa_decoy_7,C[C@H](NC(=O)C1=CC(c2ccc(CP(O)O)cc2)=CN2C(=C1)CNC(=O)[C@@H]2CO)C(=O)OC(C)(C)C,6cpa
6cpa_decoy_8,CCOC(=O)[C@@]1(CC(=O)C(=O)Nc2ccncc2)CCOCCCC(C)=CC(=CC=CCOO)C(=O)N1,6cpa
6cpa_decoy_9,CCOCCN1CC[C@](CO)([C@@H]2N[C@H](C(=O)N(C)CP(OCC)Oc3ccccc3)CCOC2=O)C1=O,6cpa
6cpw_decoy_1,CNC(=O)[C@H](C)NC(=O)Cn1c(=NC(=O)c2cc3c(cc2OC(F)F)[S@@](=O)CC3)[nH]c2sc(C)c(CCCCl)c2c1=O,6cpw
6cpw_decoy_10,CNc1c(Cl)cc([SH]=O)cc1NC(=O)CN1C(=O)[C@H](CSCC(=O)NC2=CC(=O)C=C2F)N(c2ccc(F)cc2)C1=O,6cpw
6cpw_decoy_2,CCCC1=C(C2=N[C@H](C(C=CS)=CC(F)(F)Cl)C3=C2CC(C)(C)CC3=O)n2c(n[nH]c2=O)S[C@@H]1NC(=O)COC(=O)O,6cpw
6cpw_decoy_3,CSC(=O)N[C@H]1C=C(CN(CC(=O)N2CCN(CC(=CCCl)OF)CC2)C(=O)Oc2cc(SC)ccc2F)C=N[C@H]1O,6cpw
6cpw_decoy_4,CNC(=O)[C@H]1CSCN1C(=O)C=C(CNC(=O)c1nc(S)cnc1Cl)Cc1cc2c(cc1OCCCC(F)F)OCO2,6cpw
6cpw_decoy_5,COC(=O)C[C@H](NC(=O)CN1C2=CSCN2C(=O)c2c1ccn(-c1cccc(C)c1)c2=O)C(=O)N[C@H](C)CS(F)(F)Cl,6cpw
6cpw_decoy_6,CNC(=O)CCN(CC(=O)NC(C)=O)C(=O)CSc1nccn1C(=O)[C@@H]1C[C@@H](C)[C@H](SC2=C(Cl)C=COC2=C(F)F)C1,6cpw
6cpw_decoy_7,CC(C)N=C1S[C@@H](C)[C@@H](NCF)C(=O)N1Oc1c(Cl)cc(NC(=O)CCOF)cc1-c1ccc(C(=O)N2CCSC2)o1,6cpw
6cpw_decoy_8,N#CCSC(=O)C(CC(=O)Nc1cc(Cl)cc2c1COC2)=C(C=O)OCCN1CC(=O)N[C@H](S)c2ccc(F)nc21,6cpw
6cpw_decoy_9,CC(=C1SC(=O)N(N2C[C@](Cl)(CCc3nc([C@@H](C)CO)cs3)CC2=O)C1=O)c1cc(NC(=O)NCCOF)ccc1F,6cpw
6cqf_decoy_1,COCC[C@@]1(O)CC[C@@H](C)C[C@H]([C@]2(O)[C@@H](C)[C@H]2C)[C@@]12C[C@](O)(CCO)CC[C@@H]2C,6cqf
6cqf_decoy_10,CCOc1cc(NC(=O)NCCC(=O)Nc2cc(N)ccc2O)c2c(c1)C(=O)NC2=S,6cqf
6cqf_decoy_2,CCC[C@H]1COC2(CCCC2)C[C@@]12CCC[C@@H]1[C@H](O)C[C@](O)(CCO)C[C@H]1[C@@H]2O,6cqf
6cqf_decoy_3,N=C1SCC=C1c1cc(CNC(=O)CCNC(=O)c2cc[nH]c2C(N)=O)cc(O)c1O,6cqf
6cqf_decoy_4,CCOc1c(CNC(=O)c2cc(N)ccc2NC(=O)c2oc(=S)[nH]c2C)c[nH]c1CO,6cqf
6cqf_decoy_5,NC(=O)C[C@@H](CC(=O)C1=CONN1)c1ccc(C=CC(=O)Nc2ccc(O)c(N)c2)s1,6cqf
6cqf_decoy_6,CC(C)(C)NC(=O)NCCc1cc(C(N)=O)c(C(=O)NCc2cc3c(N)scc3o2)o1,6cqf
6cqf_decoy_7,CSCC1=C(C(=O)Nc2cc3cc(CCC(N)=O)c(O)c(C)c3[nH]c2=O)CNC(=O)N1,6cqf
6cqf_decoy_8,NC(=O)C(=O)Nc1ccc(N)cc1C(=O)Nc1cnoc1CSC1(CCCO)CCC1,6cqf
6cqf_decoy_9,CC(=O)c1c(O)c(C)cc2c(NC(=O)CSc3cnc(N)cc3CC(N)=O)c[nH]c12,6cqf
6cr2_decoy_1,Cc1[nH]c(C(=O)OCC(=O)N2CC[C@H]3CCO[C@H]3C2)c(C)c1CNC(=O)[C@H](C)Oc1ccc(OC[C@@H](O)CCS)cc1,6cr2
6cr2_decoy_10,Cc1ccc(N=C(N=C(c2ccncc2)c2ccc(Cl)o2)N2CCC([NH+]3CCCCC3)CC2)cc1NC(=O)C[NH2+][SH]=O,6cr2
6cr2_decoy_2,N#C[C@@H]1CCOc2cc(CN(CC=Cc3ccc([C@H]4C[C@@H]4CO)o3)C(=O)CCCNC(=O)[C@@H]3CSC(=O)O3)ccc2O1,6cr2
6cr2_decoy_3,CC(C)Oc1cc(C(=O)O[C@@H](CNC(=O)[C@H]2CC(C)(C)CS2)CN(CCO)C(=O)[C@H]2CCOC3=C2C=COC3)ccn1,6cr2
6cr2_decoy_4,CC[C@@H](Sc1cc2c(cc1OCCO)CCO2)C(=O)O[C@H]([C@@H]1CCN(C(=O)NC(=O)N(C)CC)C1)[C@@H]1CCCC[C@@H]1O,6cr2
6cr2_decoy_5,COCCO[C@]1(C2CCN(C(=O)NC[C@@H](C)O)CC2)Cc2sc(C(=O)OCC(=O)N(C)CC3=CCC=C3)cc2[C@@H](O)C1,6cr2
6cr2_decoy_6,Cc1cc(C(=O)O[C@@H]2CCc3ccccc3C2)c(=O)[nH]c1CCNC(=O)[C@](C)(O[C@H]1CC[S@](=O)C1)C(=O)NC1CC1,6cr2
6cr2_decoy_7,CC(C)Oc1ccc(COC(=O)c2cc3c(o2)CC[C@H]([C@@H](O)[C@H]2CCCN(C)C2=O)[C@H]3NS(=O)(=O)CC2CCC2)cn1,6cr2
6cr2_decoy_8,CCC[C@H]1C(=O)NC(=O)C2=C(NC(=O)COC3CCOCC3)C=C3OC(C(=O)N[C@H](C)c4ccc(C)s4)=CC=C3[C@H]21,6cr2
6cr2_decoy_9,CCOc1cc(C(=O)N[C@H]2CCS[C@@H]2C)c(COC(=O)c2coc(C(=O)N3CCNC[C@@H]3[C@@H](O)C(C)C)c2)cc1OC,6cr2
6csp_decoy_1,O=C(O)[C@H](O)N[C@H](O)[C@H](O)CO,6csp
6csp_decoy_10,NC(=O)[C@@H](O)O[C@@H](CO)C(=O)OO,6csp
6csp_decoy_2,N[C@H](O[C@H](O)CO)[C@H](O)COO,6csp
6csp_decoy_3,O=C(O)[C@](CO)(NO)O[C@H](O)CO,6csp
6csp_decoy_4,OCCOC(O)(O)N[C@H](O)CO,6csp
6csp_decoy_5,OC(O)CO[C@]1(O)N[C@@H](O)CO1,6csp
6csp_decoy_6,COCOC[C@H](O)NC(O)(O)O,6csp
6csp_decoy_7,COC[C@@H](NC(O)(O)O)OCO,6csp
6csp_decoy_8,N[C@H](O)[C@H](O)COCOC(=O)O,6csp
6csp_decoy_9,NC(=O)CO[C@@H](O)[C@@H](O)C(=O)OO,6csp
