PDBCode,RDKitCanonSmile
3ibl,[H]N([H])S(O)(O)OCCCCCCCCOS(O)(O)N([H])[H]
3mfw,[H]N([H])C1N([H])C=C(CC(C(=O)O)[N+]([H])([H])[H])N1[H]
2j7b,[H]OCC1C(O[H])C(O[H])C(O[H])C2N([H])N=NN12
5bns,[H]OCc1ccc(F)c(C2=CN([H])C(N3CCC(C(=O)N([H])CC4=CC=C5C(=CC=CN5[H])C4)CC3)C=C2)c1
3ozp,[H]OCC1OC(N([H])OC(=O)N([H])c2ccccc2)C(N([H])C(C)=O)C(O[H])C1O[H]
4w9k,[H]OC1CC(C(=O)N([H])Cc2ccc(C3=C(C)N([H])CS3)cc2)N(C(=O)C(N([H])C(=O)C(Cc2ccccc2)N([H])C(C)=O)C(C)(C)C)C1
4owv,[H]N([H])c1ccccc1C(=O)O
4xar,[H][N+]([H])([H])C1(C(=O)O)CCC2C(C(=O)O)C21
1aid,[H]OC1(c2ccc(Cl)cc2)CC[N+]([H])(CCCC2(c3ccc(F)cc3)SCCS2)CC1
4jz1,[H]N([H])C(c1ccc(OC2=CC=C(N([H])S(=O)(=O)c3ccc(F)cc3)C(Oc3ccc(C(N([H])[H])=[N+]([H])[H])cc3)N2[H])cc1)=[N+]([H])[H]
4ua8,[H]OCC1OC(OC2C(CO[H])OC(OC3C(CO[H])OC(O[H])C(O[H])C3O[H])C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
2ilz,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
2r75,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2C3=C(C(=O)N([H])C(N([H])[H])N3[H])N([H])C2N2CCOCC2)C1O[H]
2r2m,[H]N([H])C(N([H])OCCN([H])C(=O)Cc1c(Cl)ccc(N([H])CC(F)(F)c2ccccc2)c1F)=[N+]([H])[H]
4rus,[H]OCC1OC(O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
4kax,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
2xn5,[H]N(Cc1ccco1)c1cc(Cl)c(S(=O)(=O)N([H])[H])cc1C(=O)O
2cgr,[H]N(CC(=O)O)C(N([H])c1ccc(C#N)cc1)N([H])C(c1ccccc1)c1ccccc1
5wqc,[H]N1C=C(CN(CC)C(=O)CN(C2=CN([H])C(OC)C=C2)S(=O)(=O)c2ccccc2C)C=CC1
4del,[H]OC(COP(=O)(O)O)N([H])O[H]
2xg9,[H]OCC1C(OC2OC(CO~[HH])C(O~[HH])C(O~[HH])C2O~[HH])C(O[H])C(O[H])C[N+]1([H])[H]
3mf5,CC1CCC(c2ccccc2-c2cc(-c3ccccc3)sc2C(=O)O)CC1
6gue,[H]N1C=CC(C2CN([H])C(C)N2C(C)C)N([H])C1N([H])c1ccc(S(C)(=O)=O)cc1
4b34,[H]N([H])C1Sc2ccccc2N1[H]
5llc,[H]N(C)c1c(F)c(S(=O)(=O)N([H])[H])c(F)c(F)c1S(=O)(=O)CCc1ccccc1
1odj,[H]OCC1OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C(O[H])C1O[H]
3wz8,[H]N(Cc1ccccc1)C(=O)c1c(-c2ccccc2)csc1N([H])C(=O)CCN([H])c1ccccc1
3ucl,O=C1CC=CCC1
3t09,[H]OCC1OC(=O)C(O[H])C(O[H])C1O[H]
1uz1,[H]OCC1CN([H])C(=O)C(O[H])C1O[H]
3lzu,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
6d55,[H]N1c2c(N3CC[N+]([H])(C)CC3)cc(Cl)cc2N(Cc2cc(C)c(F)c(C)c2)C1N1CC2(C1)C[N+]([H])([H])C2
6abx,[H]OC(CC(=O)O)(CC(=O)O)C(=O)O
4kxn,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])Cc2ccco2)C1O[H]
4qn7,[H]N(C(C)=O)C1C(OC(CC)CC)CC(C(=O)O)CC1[N+]([H])([H])[H]
5edl,[H]OCCC1=C(C)N(CC2=CN([H])C(C)N([H])C2N([H])[H])CS1
1o0n,[H]OCC1OC(n2ccc(=O)n([H])c2=O)C(O[H])C1OP(=O)(O)O
1afl,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1OP(=O)(O)O
2f81,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
4lhv,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
1kr3,[H]Oc1cc2oc3c(c(=O)c2c(C(=O)O)c1O[H])C(OC)OC(C)C3
5u4b,[H]Oc1ccc(C=Cc2cccc(C(=O)O)c2)cc1
1rql,C=CS(O)(O)O
3lka,[H]N([H])S(=O)(=O)c1ccc(OC)cc1
4og4,[H]OC(c1ccccc1)(C1CCCC1)C1CC[N+]([H])(CCCOc2ccc(C#N)cc2)CC1
3wtn,[H]N1CC(CN2C=CN([H])C2N([H])[H])=CC=C1Cl
2xjj,[H]Oc1cc2c(cc1C(=O)N1Cc3ccccc3C1)C(C)(C)CN2[H]
4q6e,[H]N(CCC(=O)N1C(C)C=C(C)N1[H])c1ccc(S(=O)(=O)N([H])[H])cc1
5f90,[H]OC(CC(=O)O)C(=O)O
2py4,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)N([H])P(=O)(O)OP(=O)(O)O
1o5a,[H]Oc1c(-c2ccccc2)cccc1-c1cc2cc(C(N([H])[H])=[N+]([H])[H])ccc2n1[H]
4zoa,[H]OCC1CN([H])CC(O[H])C1O[H]
6gjl,[H]N(CC(=O)OCC)C(=O)N(Cc1ccc(N([H])[H])cc1)CC1N([H])NN([H])N1[H]
5abh,[H]OCC1C(O[H])C(O[H])C(CC(=O)N([H])C)N1CCCCC
3ouj,O=C(O)CCC(=O)C(=O)O
2q1q,[H]N([H])S(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
2i4z,[H]N1c2ccccc2OC1N(CCCCCCC)CCc1ccc(OC(C)(CC)C(=O)O)cc1
1dmp,[H]OC1C(O[H])C(Cc2ccccc2)N(Cc2cccc(N([H])[H])c2)C(=O)N(Cc2cccc(N([H])[H])c2)C1Cc1ccccc1
3t84,[H]OC1OC(COS(O)(O)N([H])[H])C(OC(C)=O)C(O[H])C1O[H]
4i72,[H]OCC1C(O[H])C(O[H])C(c2cn([H])c3c2N([H])CN([H])C3N([H])[H])[N+]1([H])[H]
2qi5,[H]OC(CN(CCCCC)S(=O)(=O)c1ccc2c(c1)SCN2[H])C(Cc1ccccc1)N([H])C(=O)C(C(C)C)N([H])C(C)=O
1n3i,[H]OCC1C[N+]([H])(Cc2cn([H])c3c2N([H])CN([H])C3=O)CC1O[H]
2hk5,[H]Oc1ccc(C)c(N([H])C2C=C(N([H])CCN(CC)CC)N([H])C(N3CN([H])c4ccccc43)N2[H])c1
5mja,[H]Oc1ccc(Cl)c(N([H])C2=C3CC=C(N([H])C(=O)CCl)C=C3N([H])CN2[H])c1
2yk1,[H]N1C=CC=C(C2CCC[N+]2([H])C)C1
2r0h,[H]OCC1OC(OC2C(CO[H])OC(OC3C(CO[H])OC(O[H])C(N([H])C(C)=O)C3O[H])C(N([H])C(C)=O)C2O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
5jog,[H]OC1CCCC2=CN([H])CN2C1c1ccc(N([H])C(=O)C2C=C(C(F)F)N([H])N2C(C)C)cc1-c1ccccc1
2rkg,[H]OC(CC(Cc1ccccc1)N([H])C(=O)C(C(C)C)N1CCCN([H])C1=O)C(Cc1ccccc1)N([H])C(=O)COc1c(C)cccc1C
4cc5,[H]N1C=C(Cl)N([H])C(C2N([H])CN([H])N2[H])=C1
1qbq,[H]OC(C=C(C)CCC=C(C)CCC=C(C)C)P(=O)(O)O
2q64,[H]Oc1cccc(C(=O)N([H])C(CSc2ccccc2)C(C[N+]2([H])CC3CCCCC3CC2C(=O)N([H])C(C)(C)C)O[H])c1C
1ype,[H]N([H])C(c1ccc(C2C3C(=O)N(Cc4ccc5c(c4)OCO5)C(CC)C3C3CCC[N+]32[H])cc1)=[N+]([H])[H]
6dum,[H]OC1C(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N([H])[H])N([H])CN([H])C43)C(O[H])C2O[H])OC(N2C=CC=C(C(=O)N([H])[H])C2)C1O[H]
4qer,[H]Oc1ccc(C=Cc2cc(O[H])cc(O[H])c2)cc1
5llp,[H]OCCS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1N([H])C1CCCc2ccccc21
2w08,[H][N+]([H])([H])C(C(=O)O)C(C)OP(=O)(O)O
1b8y,[H]N(CC(=O)O)S(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1
5fsc,[H]OCC1OC(OCC=C)C(O[H])C(O[H])C1OC
5e2o,[H]N(C(=O)C(Cc1ccccc1)N([H])C(=O)C=Cc1cc(Cl)ccc1N1CN([H])N([H])N1[H])c1ccc(C(=O)O)cc1
3rwp,[H]N1C=C(C(=O)C2=CN(C(C)C)C3C2=C(N([H])[H])N([H])CN3[H])N([H])C(N([H])C2COCC2c2ccc(F)cc2)=C1
2ada,[H]OCC1OC(N2CN([H])C3=C(O[H])N([H])CN([H])C32)C(O[H])C1O[H]
4k7o,[H]Oc1ccc(C(C)(C)C)cc1O[H]
5d0c,[H]N(CC1CCN(C(C)=O)CC1)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC
6fp4,[H]N1C=CC=C2C=CC(C(=O)O)N([H])C21
4cu7,[H]OCC1C[N+]([H])([H])CC(O[H])C1O[H]
5n93,[H]N([H])C(=O)c1ccc(N([H])C2C=C(N([H])[H])C(C#N)=C(N([H])C(C)(C)C)N2[H])cc1
4lov,[H]OCC1OC(OCCC=CCCC)C(O[H])C(O[H])C1O[H]
4m8e,CC(=CCC=C(C)CC(=O)O)C=C1CCC(C)c2ccccc21
6g14,[H]OC1C(OP(=O)(O)OP(=O)(O)O)C(COP(=O)(O)OP(=O)(O)O)OC1N1CN([H])C2=C1N([H])C(N([H])[H])N([H])C2=O
3gwt,[H]N([H])C(=O)C1=CN([H])C2=C(C)C=C(S(=O)(=O)c3cccc(C(=O)N(C)C)c3)CC2=C1N([H])c1cccc(OC)c1
5i3y,[H]N([H])C1=C(CCC(=O)N([H])CCC(C)(C)C)C=C2CC(c3ccccc3CCC3C=CC(N([H])C(=O)c4ccc(F)cc4)=CN3[H])=CC=C2N1[H]
3rlp,[H]N([H])C1N([H])C(c2cc(OC)c(Cl)cc2Cl)=CC(C)N1[H]
3b3c,[H][N+]([H])([H])C(CC(C)C)P(=O)(O)O
2flr,[H]Oc1c(-c2cccc(CN([H])C(=O)N([H])[H])c2)cccc1-c1cc2c(n1[H])=CCN([H])C=2
3fvn,[H]OC1CCOC2CC(CC(C(=O)O)[N+]([H])([H])[H])(C(=O)O)OC12
4qj0,[H]OCCS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1N([H])C(c1ccccc1)C(O[H])c1ccccc1
2r2w,[H]N([H])C(N([H])c1ccc(CC(=O)c2ccccc2)cc1)=[N+]([H])[H]
4mss,[H]OC1C[N+]([H])([H])CC(N([H])C(C)=O)C(O[H])C1O[H]
3djo,[H]OCC1OC(n2ccc(=O)n([H])c2=O)C(OP(=O)(O)O)C1O[H]
4yk0,[H]N1C(=O)CC(C)N([H])c2ccccc21
3n3j,[H]N(C(=O)N([H])c1ccccc1C(C)C)c1ccc(S(=O)(=O)N([H])[H])cc1
1fkw,[H]OCC1OC(N2CN([H])C3=CN([H])CN([H])C32)C(O[H])C1O[H]
4jia,[H]N1C2=CC=CC(c3ccc(OC)cc3)N2N([H])C1N([H])c1ccc(N2CC[N+]([H])(C)CC2)cc1
2wca,[H]OCC1OC(N([H])OC(=O)N([H])c2ccccc2)C(N([H])C(=O)CCC)C(O[H])C1O[H]
1g54,[H]N(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
5t2y,[H]N(C)C1=C2C(C)=C(C(=O)O)SC2N([H])C(CCc2ccccc2)N1[H]
1so2,[H]N(c1ccc(C2C(C)CC(=O)N([H])N2[H])cc1)C1CCCC(=O)C1Cc1cccc(I)c1
5oh3,[H]N1C(=O)CC(C)(CC)C1=O
1y0l,[H]N([H])C1N([H])c2cc(C)c(C)cc2N1CCCCC(=O)O
3jsx,[H]Oc1c(Cc2cccc3ccccc23)c(=O)oc2cc(C)c(C)cc12
4jzi,[H]N([H])C(c1ccc(OC2=CC(C(=O)N([H])C3CCC([N+]([H])([H])[H])CC3)=CC(Oc3ccc(C(N([H])[H])=[N+]([H])[H])cc3)N2[H])cc1)=[N+]([H])[H]
1bnu,[H]OC1CN(Cc2cccs2)S(=O)(=O)c2sc(S(=O)(=O)N([H])[H])cc21
1jzs,[H]OC(C)C(C)C1OC1CC1COC(CC(C)=CC(=O)OCCCCCCCCC(=O)O)C(O[H])C1O[H]
4xu2,[H]OC1CC(CN([H])S(=O)(=O)N([H])C(=O)CCCCC2SCC3C2N([H])C(=O)N3[H])OC1N1CN([H])C2=C(N([H])[H])N([H])CN([H])C21
3bug,[H]Oc1ccc(CC[N+]([H])([H])[H])cc1CC
4do5,[H]OCC1C(O[H])C(O[H])C(O[H])C[N+]1([H])[H]
1yfz,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3=O)C1O[H]
2oyl,[H]OCC1OC(OC2C(O[H])C(O[H])C3N([H])C=CN3C2CO[H])C(O[H])C(O[H])C1O[H]
4j51,[H]Oc1cc2oc(-c3ccc(OCC(=O)N([H])C4CC4)cc3)c(C#Cc3cccc(Cl)c3)c2cc1C(=O)O
5ehw,O=C(O)C=Cc1ccc(Cl)cc1Cl
6ma5,[H]N(C(C(=O)N(CC(=O)O)Cc1cccs1)c1ccccc1OC)S(=O)(=O)c1ccc2c(ccc(=O)n2[H])c1
3sha,[H]N1C=CC(Cl)=C(CN([H])C(=O)C2CCCN2C(=O)C(Cc2ccccc2)[N+]([H])([H])[H])C1
1m0n,[H]OC1=C(CN([H])C2(P(=O)(O)O)CCCC2)C(COP(=O)(O)O)=CN([H])C1C
4a9c,O=P(O)(O)Oc1cc(OP(=O)(O)O)cc(-c2c(OP(=O)(O)O)cc(OP(=O)(O)O)cc2OP(=O)(O)O)c1
3zsx,[H]N(Cc1ccccc1)C(=O)c1ccccc1C[N+]([H])(CC=C)Cc1ccc2c(c1C(=O)O)OCO2
5os4,[H]N1C(=O)C2CCC(c3ccccc3)CC2C1=O
2g86,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)O
1riw,[H]OC1CCC2CC(C(=O)N([H])CCC3CCN(C(N([H])[H])=[N+]([H])[H])C3)N(C(=O)C(Cc3ccccc3)N([H])C(=O)C(Cc3ccccc3)O[H])C2C1
5fng,[H]N1N=NN([H])C1Cc1ccc(Cl)cc1
6chp,[H]N1C(C)=CC=C2C1N([H])C(N([H])C(CC#N)c1cccc(CC3CCN(C(=O)OC)CC3)c1)N2[H]
4wk1,[H]OC1C2OP(=O)(O)OCC3OC(N4CN([H])C5=C4N([H])CN([H])C5N([H])[H])C(O[H])C3OP(=O)(O)OCC2OC1N1CN([H])C2=C1N([H])CN([H])C2N([H])[H]
1tmn,[H]N1CC(CC(C(=O)O)N([H])C(=O)C(CC(C)C)[N+]([H])([H])C(CCc2ccccc2)C(=O)O)c2ccccc21
6r7d,[H]N1CC(N(CC2CC2)c2cccc3ccccc23)=C(OC)N([H])C1C(=O)C1CC1C(=O)O
2qtn,[H]OC1C(COP(=O)(O)O)OC(N2C=C(C(=O)O)C=CC2)C1O[H]
1c5o,[H]N([H])C(c1ccccc1)=[N+]([H])[H]
5kej,[H]N(CC(=O)O)C(=O)C(CSCCCCCC)N([H])C(=O)CCC(C(=O)O)[N+]([H])([H])[H]
2h4g,[H]Oc1ccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)cc1
5l4i,[H]N1CC=CC(C(=O)O)=C1N([H])c1cccc(Cl)c1C
2y5g,[H]N1C=C(c2ccc(Cl)s2)OC1C1C2C(=O)N(CCC[N+](C)(C)C)C(=O)C2C2CCC[N+]21[H]
1nt1,[H]N1CCC(=O)N([H])C(C2CCCCC2)C(=O)N2CCCC2C(=O)N([H])Cc2cc(Cl)ccc2OCC1=O
1vpo,[H]OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1r1j,[H]SC(Cc1ccccc1)C(=O)N([H])C(Cc1ccccc1)C(=O)N([H])C(C)C(=O)O
2xj1,[H]N1C=C(c2cccc(C=CC(=O)O)c2)N([H])C(N([H])C2CCC([N+]([H])([H])[H])CC2)=C1
2wcv,[H]OC1OC(C)C(O[H])C(O[H])C1O[H]
4avh,[H]OCC1OC(OCCCSCCC)C(O[H])C(O[H])C1O[H]
1p1n,[H][N+]1([H])CC(C(=C)C)C(CC(=O)O)C1C(=O)O
6ce6,[H]N1c2cc3c(cc2SC1CCC(=O)O)SC(CCC(=O)O)N3[H]
4jfk,[H]n1c(=O)sc2cc(S(=O)(=O)N3C4CCCC3C(=O)N(CCOc3ccc(OC)c(OC)c3)CC4)ccc21
4je7,[H]OCC1CCCN1C(=O)C(C(C)C)N([H])C(=O)C(CCCCC)CC(=O)N([H])O[H]
2f6t,[H]N(C)C(=O)C1Cc2ccc(N([H])S(O)(O)O)cc2CN1C(=O)OC(C)(C)C
6c7x,[H]OC1C(COS(O)(O)N([H])[H])OC(N2CN([H])C3=C(N([H])[H])N([H])C(Cl)N([H])C32)C1O[H]
3ibn,[H]N([H])S(O)(O)OCCCCCCCCCCOS(O)(O)N([H])[H]
5i2e,[H]OC1C(COS(O)(O)N([H])C(=O)CCc2cn([H])c3ccccc23)OC(N2CN([H])C3=C4N([H])C=CN4CN([H])C32)C1O[H]
5y13,[H]N(CCCCC(=O)O)S(=O)(=O)c1ccc(Br)c2ccccc12
2qd8,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
3lxi,[H]OC1CC2CCC1(C)C2(C)C
4fm8,[H][N+]1(Cc2cccc(OC(C)C)c2)CCC2(CC1C)CN(C)S(=O)(=O)N2c1cccc(F)c1
4baq,[H]N([H])C(c1ccc(CN([H])C(=O)C2CCN2C(=O)C(C2CCCCC2)[N+]([H])([H])CC(=O)N([H])CC)cc1)=[N+]([H])[H]
4u82,CC(C)=CCCC(C)=CCCC(C)=CCSP(=O)(O)OP(=O)(O)O
2vw5,[H]Oc1cc2cc(c1)N([H])C(=O)C(C)=CCCC(C)C(OC(=O)N([H])[H])C(C)=CC(C)C(O[H])C(OC)CC(C)C2
2ri9,[H]OC1COCC(O[H])C1O[H]
1o3d,[H]Oc1c(-c2ccccc2)cccc1C1N([H])c2ccc(C(N([H])[H])=[N+]([H])[H])cc2N1[H]
3f34,[H]Oc1c(CC)cccc1CC
2p15,[H]Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C=Cc1ccccc1C(F)(F)F)O[H]
3ckb,[H]OCC1OC(OC2C(CO[H])OC(OC3C(CO[H])OC(O[H])C(O[H])C3O[H])C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
2q55,[H]OC(CC(Cc1ccccc1)N([H])C(=O)C(C(C)C)N1CCCN([H])C1=O)C(Cc1ccccc1)N([H])C(=O)C1CN(c2ccccc2)C(=O)O1
6g2m,[H]n1c(=O)c(C=CCP(=O)(O)O)cn(C2CC3OC(c4ccccc4)(P(=O)(O)O)OCC3O2)c1=O
4ruz,[H]N([H])S(=O)(=O)c1ccc(OCC)cc1
6eog,[H]OCC1OC(Sc2cccc(Cl)c2)C(O[H])C(N2C=C(c3cc(F)c(F)c(F)c3)N([H])N2)C1O[H]
3kr8,[H]OC1=C2CSCCC2N([H])C(c2ccc(C(F)(F)F)cc2)N1[H]
4bxk,[H]N([H])C(=O)C(C)N([H])C(=O)C(C)CP(=O)(O)C(Cc1ccccc1)N([H])C(=O)C(CC1N([H])N([H])N([H])N1[H])[N+]([H])([H])[H]
3tvc,[H]N([H])C(=O)C(CCC(=O)O)N([H])C(=O)CCc1ccc(-c2ccc(-c3ccccc3)cc2)cc1
3dwb,[H]OC1C(C)OC(OP(=O)(O)N([H])C(CC(C)C)C(=O)N([H])C(Cc2cn([H])c3ccccc23)C(=O)O)C(O[H])C1O[H]
4j36,O=C(O)C1CC1C(=O)c1ccc(Cl)c(Cl)c1
3b68,[H]OC(C)(COc1ccc(N([H])C(C)=O)cc1)C(=O)N([H])c1ccc([N+](=O)[O-])c(C(F)(F)F)c1
3ivg,[H]N(Cc1cc2cc(OC)ccc2n1CC(=O)O)S(=O)(=O)c1cc2ccccc2o1
1yda,[H]N(C(C)=O)C1SC(S(=O)(=O)N([H])[H])N([H])N1[H]
1mq5,[H]N(C(=O)c1cc(Cl)ccc1N([H])C(=O)c1scc(C[N+]2([H])CC[N+]([H])(C)CC2)c1Cl)c1ccc(Cl)cc1
5aoj,[H]Oc1c(C(=O)O)cc(I)c(-n2cccc2)c1I
3bra,[H]Oc1ccc(CC[N+]([H])([H])[H])cc1
1x1z,[H]Oc1cc(=O)n([H])c(=O)n1C1OC(COP(=O)(O)O)C(O[H])C1O[H]
5l1o,CC1(C)CC2CC(C(=O)O)C3COC(=O)C4(CO4)C23C1
2e2p,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
2r8q,[H]N1CN([H])c2c1c(=O)n(C)c(=O)n2CC(C)C
1syh,[H]n1c(=O)c2c(n(CC(C(=O)O)[N+]([H])([H])[H])c1=O)CCC2
4umb,CC(OP(=O)(O)O)C(=O)O
1czr,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
1ind,[H]OCCN([H])C(=S)N([H])c1ccc(CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1
43ca,[H]Oc1ccc([N+](=O)[O-])cc1
3rv8,O=C(O)C(=CC1CC1)Oc1cccc(C(=O)O)c1O
1yqy,[H]ON([H])C(=O)[C@@H](C1CCOCC1)N([H])S(=O)(=O)c1ccc(F)c(C)c1
4r43,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
6dif,[H]OC1=C(C(CC)c2cccc(N([H])S(=O)(=O)C3C=CC(C(F)(F)F)=CN3[H])c2)C(=O)OC(CCC)(CCc2ccccc2)C1
5u8c,[H]OC1=C(O[H])N([H])c2c(C([N+]([H])([H])C(C)c3ccc(Br)cc3)P(=O)(O)O)cccc2N1[H]
1w3k,[H]OCC1OC(OC2C(CO~[HH])ON(~[HH])(~[HH])CC2O~[HH])C(O[H])C(O[H])C1O[H]
1tni,[H][N+]([H])([H])CCCCc1ccccc1
5hrv,[H]N1C(CC)=C2c3ccccc3C(=O)OC2N1[H]
3arp,[H]N([H])C1=C2C=CC=CC2N(CCCCCCCCCCN2C(C)=CC(N([H])[H])=C3C=CC=CC32)C(C)=C1
1m0o,[H]OC1=C(CN([H])C(C)(CC)P(=O)(O)O)C(COP(=O)(O)O)=CN([H])C1C
5hz5,[H]N1C2=CC=C(Cl)CC2=C(c2ccccc2)C(C2N([H])N([H])N([H])N2[H])=C1N1CCCCC1
5cj6,[H]OC1(C)CCCC1N([H])c1ccc(C#N)c(Cl)c1C
4d4d,[H]OC1C[N+]([H])([H])CC(COC2OC(CO~[HH])C(O~[HH])C(O~[HH])C2O~[HH])C1O[H]
3rz0,[H]N(CCCC)C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
3bl7,[H]N([H])C1=C2C(=CC=CC2OCC2CCN(Cc3ccccc3F)CC2)N([H])C(N([H])[H])N1[H]
3r4m,[H]N([H])C1N([H])C(Cl)=CC(c2ccccc2OC)N1[H]
4ufh,[H]OCC1C[N+]([H])([H])CC(O[H])C1O[H]
5n17,[H]N(C(=O)C1CCCO1)c1ccc2c(c1)Sc1ccccc1C(=O)N2C
2zn7,O=C(O)COc1c(C(=O)O)sc(-c2cccc(N(C(=O)c3ccccc3)C3CCCCC3)c2)c1Br
5l8a,[H]OCCN1C2CC[N+]([H])(Cc3ccc(OC)c4ccccc34)CC2=C(C(=O)N([H])Cc2ccccc2)N1[H]
4ggl,[H]N1CC(=O)N([H])C2=C1N([H])CC(SC1N([H])c3c(c(Cl)c(CC)n3[H])C(N3CCC([N+]([H])([H])[H])C3)N1[H])=C2
5lny,[H]OC1=CC2C(=C(C(=O)N3CCCCC3)N([H])N2[H])C=C1C(=O)N(C)c1ccc(N2CCOCC2)cc1
1lnm,[H]OC1CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)CCC32O[H])C1
4lkk,[H]OCC(O[H])C(O[H])C1OC(OCC2OC(O~[HH])C(O~[HH])C(O~[HH])C2O~[HH])(C(=O)O)CC(O[H])C1N([H])C(C)=O
1joc,[H]OC1C(O[H])C(OP(=O)(O)O)C(O[H])C(OP(=O)(O)O)C1O[H]
4kzq,[H]Oc1ccc(-c2cc(=O)c3ccccc3o2)cc1
3s75,[H]N([H])S(=O)(=O)c1ccco1
4acc,[H]N1C=C(N([H])C(=O)C2=C(N([H])[H])N([H])C=C(c3ccc(S(=O)(=O)N([H])CC[N+]([H])(C)C)cc3)N2[H])C=CC1
1ocq,[H]OCC1C[N+]([H])([H])CC(O[H])C1OC1OC(CO~[HH])C(O~[HH])C(O~[HH])C1O~[HH]
3pn4,[H]OCC1CCCN1C(=O)C(C(C)C)N([H])C(=O)C(CCCCC)CC(=O)N([H])O[H]
2cn0,[H]N([H])C(c1ccc(C2C3C(=O)N(Cc4ccc(F)cc4)C(C(F)F)C3C3CCC[N+]32[H])cc1)=[N+]([H])[H]
3m3c,[H]OCC1OC(OC2C(O~[HH])C(CO~[HH])OC(Oc3ccc([N+](=O)[O-])cc3)C2N(~[HH])C(C)O[H])C(O[H])C(O[H])C1O[H]
2hnc,[H]N([H])C1SC(S(=O)(=O)N([H])[H])N([H])N1[H]
3uzj,[H]N1c2ccccc2N([H])N1[H]
4nbl,[H]Oc1cc(F)ccc1CN([H])C1C(C2N([H])C=CCN2[H])=CC=CN1[H]
5org,[H]N([H])C(N([H])CCCC(C(=O)O)[N+]([H])([H])C(C)C(=O)O)=[N+]([H])[H]
5vgy,[H]OC1(Cc2ccc(OC)cc2OC)C(=O)N([H])C(=S)N1[H]
3d83,[H]N(CC1CC1)C(=O)c1ccc(-c2cc(N([H])C(=O)C3=CC(N4CCOCC4)N([H])C=C3)ccc2C)cc1
2f7i,O=C(O)c1ccc(-c2c(F)cccc2F)cc1
4hdb,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OC3OCCC3C12
5ueu,[H]N1C(c2ccc(Cl)cc2)c2c(sc(C)c2C)N2C(C)N([H])N([H])C2C1CC(=O)OC
4m8h,CC(=CCCC(C)=CC(=O)O)C=C1CCC(C)c2ccccc21
