PDBCode,DatabaseSmile,RDKitCanonSmile
5fnr,OC(=O)C[C@H](c1ccc2c(c1)nnn2C)c1ccc(cc1)Cl,Cn1nnc2cc([C@@H](CC(=O)O)c3ccc(Cl)cc3)ccc21
5guf,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O,Nc1ccn([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
3sfi,c1csc(n1)c2nc(on2)C3CCN(CC3)C(=O)CCCC(F)(F)F,O=C(CCCC(F)(F)F)N1CCC(c2nc(-c3nccs3)no2)CC1
1uad,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(NP(=O)(O)O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1jn4,OC[C@H]1O[C@H](C[C@@H]1OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)n1ccc(=O)[nH]c1=O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[C@H]2C[C@H](n3ccc(=O)[nH]c3=O)O[C@@H]2CO)[C@@H](O)[C@H]1O
3ffp,NS(=O)(=O)c1ccc2c(c1)nc([nH]2)c1cscn1,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1
6nlk,c1cc2c(c(c1)NCCCc3ccc(cc3)O)C(=O)NC2=O,O=C1NC(=O)c2c(NCCCc3ccc(O)cc3)cccc21
4q93,Oc1ccc(cc1)/C=Cc1cc(O)cc(c1)O,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
3m6r,CCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C)CC(=O)NO,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C
1dud,O[C@H]1C[C@@H](O[C@@H]1COP(OP(O)(O)O)(O)O)n1ccc(=O)[nH]c1=O,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O)O2)c(=O)[nH]1
2sim,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
4bcp,CNc1sc(c(n1)C)c1nc(ncc1C#N)Nc1cccc(c1)N1CC[NH2+]CCC1,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCC[NH2+]CC4)c3)ncc2C#N)s1
3r1v,Oc1ccc(cc1)/N=N/c1ccc(cc1)C(C)C,CC(C)c1ccc(/N=N/c2ccc(O)cc2)cc1
2q8m,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
2vh6,Clc1ccc(s1)/C=C/S(=O)(=O)N[C@H]1CCN(C1=O)c1ccc(cc1F)c1ccccc1S(=O)(=O)C,CS(=O)(=O)c1ccccc1-c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1
3ml5,CC(=O)Nc1nnc(s1)S(=O)(=O)N,CC(=O)Nc1nnc(S(N)(=O)=O)s1
4lkk,OC[C@H]([C@H]([C@@H]1O[C@](OC[C@H]2O[C@@H](O)[C@@H]([C@H]([C@H]2O)O)O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,CC(=O)N[C@@H]1[C@@H](O)C[C@](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
1xka,OC(=O)[C@H](c1cccc(c1)c1cccc(c1)C(=[NH2+])N)CCCNc1ccncc1,NC(=[NH2+])c1cccc(-c2cccc([C@H](CCCNc3ccncc3)C(=O)O)c2)c1
3rtf,OC(=O)[C@H](Cn1cc(Cl)c(=O)[nH]c1=O)[NH3+],[NH3+][C@@H](Cn1cc(Cl)c(=O)[nH]c1=O)C(=O)O
4j0m,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
2dua,C(=O)(C(=O)[O-])[O-],O=C([O-])C(=O)[O-]
1mfi,Oc1ccc(cc1)/C=C(C(=O)O)/F,O=C(O)/C(F)=C\c1ccc(O)cc1
4xu2,O=C(NS(=O)(=O)NC[C@@H]1C[C@H]([C@@H](O1)n1cnc2c1ncnc2N)O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)NC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)C[C@H]1O
4x6k,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](C[NH2+]1)C(=O)O)O)O,CC(=O)N[C@H]1[NH2+]C[C@H](C(=O)O)[C@H](O)[C@@H]1O
2r3w,Nc1ccc(cc1)S(=O)(=O)N([C@H]1C[NH2+]C[C@@H]1N(S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1)Cc1ccccc1,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2C[NH2+]C[C@@H]2N(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)cc1
4oks,COc1ccc(cc1Cn1cc(c2c1cc(cc2)c1cc(N)cc(c1)N)CC(=O)O)N(=O)=O,COc1ccc([N+](=O)[O-])cc1Cn1cc(CC(=O)O)c2ccc(-c3cc(N)cc(N)c3)cc21
2b4l,OC(=O)C[N+](C)(C)C,C[N+](C)(C)CC(=O)O
3nuo,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
2j7b,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1nnn2)O,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nnnn21
1e2k,Cc1cn([C@H]2C[C@@H]([C@]3([C@@H]2C3)CO)O)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)c(=O)[nH]c1=O
3bex,OCC([C@H](C(=O)NCCC(=O)O)O)(C)C,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
2qi0,COc1cccc(c1)S(=O)(=O)N(C[C@H]([C@@H](NC(=O)c1cccc(c1C)F)Cc1ccccc1)O)Cc1cccs1,COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(F)c2C)c1
1nhz,CC#C[C@]1(O)CC[C@@H]2[C@]1(C)C[C@H](c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@H]21,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
4rwj,COc1cc(CCc2[nH]nc(c2)NC(=O)c2ccc(cc2)N2C[C@H](C)[NH2+][C@@H](C2)C)cc(c1)OC,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)[NH2+][C@H](C)C4)cc3)n[nH]2)cc(OC)c1
2bz6,CCOc1cc([C@H](C(=O)O)Nc2ccc(cc2)C(=[NH2+])N)c(c(c1)O[C@H]1COCC1)F,CCOc1cc(O[C@@H]2CCOC2)c(F)c([C@@H](Nc2ccc(C(N)=[NH2+])cc2)C(=O)O)c1
3kku,O=C(COc1ccccc1Br)NCCc1nc2c([nH]1)cccc2,O=C(COc1ccccc1Br)NCCc1nc2ccccc2[nH]1
3eqr,COC(CCn1nc(c2c1nc(nc2)Nc1ccc(cc1)N1CC[NH2+]CC1)Nc1c(C)cccc1C)(C)C,COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cc3)nc21
5yl2,COc1ccc(cc1O)/C=C/C(=O)c1ccc(c2c1OC(C)(C)C=C2)OC,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1O
2z1w,CCCCc1nc2c([nH]1)c(=O)[nH][nH]c2=O,CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1
2gkl,OC(=O)c1ccnc(c1)C(=O)O,O=C(O)c1ccnc(C(=O)O)c1
3wha,NC(=O)CCCSc1nc(N)nc(n1)c1c(Cl)cc2c3c1cccc3COC2,NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1
5dlx,O=C(C1CCN(CC1)c1ccc2n(n1)c(C)nn2)NCCC[NH+]1CCN(CC1)c1cccc(c1)Cl,Cc1nnc2ccc(N3CCC(C(=O)NCCC[NH+]4CCN(c5cccc(Cl)c5)CC4)CC3)nn12
5e95,c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
3a5y,[NH3+]CCCC[C@@H](C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H]([NH3+])CCCC[NH3+])[C@@H](O)[C@H]1O
4urx,c1cc(ccc1CN2CCCC2)Br,Brc1ccc(CN2CCCC2)cc1
2vqz,CN1CN(C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O,CN1CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
4u6z,CCC[C@H]([C@@H](P(O)(O)O)[NH3+])C,CCC[C@@H](C)[C@H]([NH3+])[PH](O)(O)O
1y3n,O[C@H]1C=C(O[C@H]([C@H]1O)O[C@@H]1[C@H](O[C@@H]([C@H]([C@H]1O)O)O)C(=O)O)C(=O)O,O=C(O)C1=C[C@H](O)[C@H](O)[C@H](O[C@@H]2[C@@H](C(=O)O)O[C@H](O)[C@@H](O)[C@H]2O)O1
3el5,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
3eq9,c1ccc(cc1)C2(C(=O)N(C(=O)N2)CCCC(=O)N3CCC[C@H]3C(=O)N4CCCC4)c5ccccc5,O=C([C@@H]1CCCN1C(=O)CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)N1CCCC1
6d56,Clc1cc(c2c(C)n[nH]c2C)c2c(c1)n(Cc1cc(C)c(c(c1)C)F)c(n2)N1CC2(C1)C[NH2+]C2,Cc1cc(Cn2c(N3CC4(C[NH2+]C4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F
1ajp,OC(=O)Cc1cc(O)ccc1O,O=C(O)Cc1cc(O)ccc1O
3zc5,Cn1ncc(c1)c1ccc2n(n1)c(nn2)[C@H](c1ccc2c(c1)cccn2)C,C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3cnn(C)c3)nn12
1c3x,Ic1[nH]c2c(n1)c(=O)[nH]c(n2)N,Nc1nc2[nH]c(I)nc2c(=O)[nH]1
3hl8,Clc1ccc2c(c1)sc(n2)N1N=C(CC1=O)C(C)(C)C,CC(C)(C)C1=NN(c2nc3ccc(Cl)cc3s2)C(=O)C1
3ljz,ONC(=O)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccc(cc1)c1ccc2c(c1)OCO2,O=C(C[C@@H](Cc1ccc(-c2ccc3c(c2)OCO3)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)NO
5jsg,O=C(c1ccc(c(c1)Nc1ccccc1)C(=O)N1CCC(CC1)CC[NH+]1CCCC1)N1CCC(CC1)CC[NH+]1CCCC1,O=C(c1ccc(C(=O)N2CCC(CC[NH+]3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(CC[NH+]2CCCC2)CC1
6ckr,Cn1ncc(c1)c1ccc2c(c1)c(cn(c2=O)C)c1cccc(c1)NS(=O)(=O)C,Cn1cc(-c2ccc3c(=O)n(C)cc(-c4cccc(NS(C)(=O)=O)c4)c3c2)cn1
1l2t,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
1e3v,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
1o2w,OC(=O)C[C@H](c1cc(Br)c(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O)C(=O)O,NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)O)C(=O)O)cc(Br)c3O)nc2c1
4xy8,COc1ccc(cc1c1nc(N)nc2c1nc[nH]2)Br,COc1ccc(Br)cc1-c1nc(N)nc2[nH]cnc12
1vc9,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
4tjz,CCCCCCC/C=C/C(=O)O,CCCCCCC/C=C/C(=O)O
4q8y,ON1C=Cc2c([C@@H]1S)cccc2,ON1C=Cc2ccccc2[C@@H]1S
2qeh,c1cc2c(cc1O)c(c[nH]2)CCN,NCCc1c[nH]c2ccc(O)cc12
5aip,c1cc(ccc1CC(=O)O)O,O=C(O)Cc1ccc(O)cc1
5j3l,O=S(=O)(N1CCCC1)CCC1CCCC1,O=S(=O)(CCC1CCCC1)N1CCCC1
1uz4,OC[C@H]1CNC(=O)[C@H]([C@@H]1O)O,O=C1NC[C@H](CO)[C@@H](O)[C@@H]1O
4itp,O=C(Cc1ccccc1)NCc1ccc(cc1)S(=O)(=O)N,NS(=O)(=O)c1ccc(CNC(=O)Cc2ccccc2)cc1
2ymz,O(C1C(O)C(O)C(O)OC1CO)C1C(O)C(O)C(O)C(CO)O1,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
2bet,O[C@@H]([C@H](C(=O)O)O)COP(O)(O)O,O=C(O)[C@H](O)[C@H](O)CO[PH](O)(O)O
5km9,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
5cep,CC(n1nc(cc1C1CC[NH2+]CC1)Nc1nccc(c1)C(F)(F)F)C,CC(C)n1nc(Nc2cc(C(F)(F)F)ccn2)cc1C1CC[NH2+]CC1
3ekv,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
4bqs,OC(=O)C1=C[C@H]2OCC=C[C@@](C1)([C@H]2O)O,O=C(O)C1=C[C@H]2OCC=C[C@@](O)(C1)[C@H]2O
2v77,OC(=O)CC[C@@H](C(=O)O)C[C@H](C(=O)O)C[C@@H](C(=O)O)C,C[C@@H](C[C@H](C[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O
3cyw,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
5vm0,O=C(Nc1ccc(c(c1)Cl)Cl)Nc1ccc(cc1)Cl,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
3ipq,OC(=O)Cc1cccc(c1)OCCC[N@@H+](CC(c1ccccc1)c1ccccc1)Cc1cccc(c1Cl)C(F)(F)F,O=C(O)Cc1cccc(OCCC[N@H+](Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1
5tfx,O=C(c1ccccc1)Nc1nc2c(o1)ccc(c2)S(=O)(=O)N,NS(=O)(=O)c1ccc2oc(NC(=O)c3ccccc3)nc2c1
5cso,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
2ccc,Cc1cc2nc3c(=O)[nH]c(=O)[nH]c3[n+](c2cc1C)C,Cc1cc2nc3c(=O)[nH]c(=O)[nH]c3[n+](C)c2cc1C
4zyf,COc1cc2CC(=O)N([C@H](c2cc1OC(C)C)c1ccc(cc1)Cl)c1ccc(cc1)N(C[C@@H]1CC[C@H](CC1)[N@H+]1CCN(C(=O)C1)C)C,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H]([N@H+]4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2
3zt3,O[C@@H]1Cc2c(/C/1=Cc1ccc3c(c1C(=O)O)OCO3)cccc2,O=C(O)c1c(C=C2c3ccccc3C[C@H]2O)ccc2c1OCO2
6dar,COc1cccc(c1)C(=O)N(Cc1cccc(c1)c1cn2c(n1)CCC2)CC1CC1,COc1cccc(C(=O)N(Cc2cccc(-c3cn4c(n3)CCC4)c2)CC2CC2)c1
3nq9,CCCCCCCC(=O)O,CCCCCCCC(=O)O
5wyz,Oc1ccc2c(c1)nccc2c1ccc(c(c1)C)O,Cc1cc(-c2ccnc3cc(O)ccc23)ccc1O
2x0y,OC[C@H](Cn1cnc2c1c(=O)n(C)c(=O)n2C)O,Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O
3e7o,c1cc(cc(c1)NC(=O)c2ccco2)c3c4cc(ccc4[nH]n3)c5nc[nH]n5,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1
5uez,COc1cc(=O)n(nc1c1ccccc1Oc1ccccc1)C,COc1cc(=O)n(C)nc1-c1ccccc1Oc1ccccc1
5l8n,Cc1cc2c(cc1C)nc([nH]2)N,Cc1cc2nc(N)[nH]c2cc1C
3zei,CN1C(=O)/C(=C/c2ccccc2OCC(=O)O)/S/C1=Nc3cccc(c3)C(=O)O,CN1C(=O)/C(=C/c2ccccc2OCC(=O)O)SC1=Nc1cccc(C(=O)O)c1
4r59,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)S(=O)(=O)N1CC[C@H](CC1)OS(=O)(=O)N,NS(=O)(=O)OC1CCN(S(=O)(=O)[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)CC1
3i60,OC[C@H](c1ccccc1)NC(=O)c1[nH]cc(c1)c1nc(ncc1C)Nc1ccccc1Cl,Cc1cnc(Nc2ccccc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1
4ad3,OC[C@H]1[NH2+]C[C@H]([C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O,OC[C@H]1O[C@H](O[C@@H]2[C@H](O)C[NH2+][C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
4cwf,CCCc1nc2ccccc2c2[n+]1nc([nH]2)N,CCCc1nc2ccccc2c2[nH]c(N)n[n+]12
10gs,O=C(N[C@H](C(=O)N[C@H](c1ccccc1)C(=O)O)CSCc1ccccc1)CC[C@@H](C(=O)O)[NH3+],[NH3+][C@@H](CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O
4avi,COC(=O)CCCCCCCCO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O,COC(=O)CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
5vc3,COc1cc2c(cc1OCCC[N@@H+]1CC[N@H+](CC1)C)ncc(c2Nc1cc(OC)c(cc1Cl)Cl)C#N,COc1cc(Nc2c(C#N)cnc3cc(OCCC[NH+]4CC[NH+](C)CC4)c(OC)cc23)c(Cl)cc1Cl
3e93,O=C(c1ccc(c(c1)c1ccc2c(c1)onc2C1CC[NH2+]CC1)C)Nc1cccc(c1)N1CCOCC1,Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CC[NH2+]CC3)noc2c1
3jq9,c1cc2c(cc1c3c(c4c([nH]3)N=C(NC4=O)N)C#N)OCO2,N#Cc1c(-c2ccc3c(c2)OCO3)[nH]c2nc(N)[nH]c(=O)c12
3hx3,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1
4b6s,O[C@@H]1C[C@](O)(C(=O)O)[C@@H](C(=O)[C@H]1O)Cc1c(F)c(F)c(c(c1F)F)F,O=C1[C@@H](O)[C@H](O)C[C@](O)(C(=O)O)[C@@H]1Cc1c(F)c(F)c(F)c(F)c1F
2j27,OC(=O)COP(O)(O)O,O=C(O)CO[PH](O)(O)O
4q83,On1cccc(c1=S)C(F)(F)F,On1cccc(C(F)(F)F)c1=S
5amg,CCCCCNS(=O)(=O)c1cc(ccc1C(=O)O)S(=O)(=O)N,CCCCCNS(=O)(=O)c1cc(S(N)(=O)=O)ccc1C(=O)O
1hbv,COC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]([N@@H+]1CCC(=C[C@H](C1)Cc1ccccc1)[C@@H](NC(=O)[C@@H]([NH3+])C)C)C,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)[N@@H+]1CCC([C@H](C)NC(=O)[C@H](C)[NH3+])=C[C@@H](Cc2ccccc2)C1)C(C)C)C(C)C
4i8w,O[C@@H](O[C@H]1CO[C@@H]2[C@H]1CCO2)[NH2+][C@H]([C@@H](CN(S(=O)(=O)c1ccc(cc1)C(=O)O)CC(C)C)O)Cc1ccccc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)[NH2+][C@@H](O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(C(=O)O)cc1
5ar0,c1cc2cc(ccc2nc1)CNc3nc4c(ncnc4n3[C@H]5[C@@H]([C@@H]([C@H](O5)CO)O)O)N,Nc1ncnc2c1nc(NCc1ccc3ncccc3c1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2f8g,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
4glw,Cc1c(nc2c(n1)c(nc(n2)N)N)OC,COc1nc2nc(N)nc(N)c2nc1C
5am6,C[NH+]1CCN(CC1)c1ccc2c(c1)[nH]c(n2)c1c(=O)[nH]c2c(c1N)c(F)ccc2,C[NH+]1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
1c5y,NC(=[NH2+])c1cc2c(s1)nccc2,NC(=[NH2+])c1cc2cccnc2s1
4r5m,c1cc(c(cc1[N+](=O)[O-])P(=O)(O)O)C(=O)O,O=C(O)c1ccc([N+](=O)[O-])cc1P(=O)(O)O
3lxi,CC1([C@@H]2CC[C@]1(C(=O)C2)C)C,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
2e2p,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
1s17,c1ccc2c(c1)NC(=O)[C@H](S2)CC(=O)NO,O=C(C[C@H]1Sc2ccccc2NC1=O)NO
5i8g,C[C@@H]1CC(=O)Nc2c(N1)c(ccc2)c1ccc2c(c1)c(nn2C)c1cnn(c1)C,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1
4b1l,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
1u1f,c1ccc(cc1)COc2cccc(c2)CC3=CN(C(=O)NC3=O)COCCO,O=c1[nH]c(=O)n(COCCO)cc1Cc1cccc(OCc2ccccc2)c1
5jfu,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](C[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)Cc1ccccc1,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C[C@@H](O)[C@H](C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)cc1
3u81,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)O)[C@@H](O)[C@H]1O
5ito,OC(=O)[C@@H]([NH2+][C@@H](C(=O)O)C)CCC[NH+]=C(N)N,C[C@@H]([NH2+][C@@H](CCC[NH+]=C(N)N)C(=O)O)C(=O)O
4i53,c1ccc2c(c1)C[C@@H]([C@H]2NC(=O)C(=O)Nc3ccc(c(c3)F)Cl)CNC(=[NH2+])N,NC(=[NH2+])NC[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1
