PDB_code,Source,Dataset
PDB_6e7j,PDBBind,VAL
PDB_6e8z,MOAD,TEST
PDB_6e9a,PDBBind,TRAIN
PDB_6ebe,PDBBind,TRAIN
PDB_6ecz,PDBBind,VAL
PDB_6eed,PDBBind,TRAIN
PDB_6eeo,PDBBind,TRAIN
PDB_6ehh,MOAD,TRAIN
PDB_6ei5,PDBBind,TEST
PDB_6eif,PDBBind,TRAIN
PDB_6eij,PDBBind,TRAIN
PDB_6eiq,PDBBind,TRAIN
PDB_6eir,PDBBind,TRAIN
PDB_6eis,PDBBind,VAL
PDB_6eiz,PDBBind,TRAIN
PDB_6ej2,PDBBind,TRAIN
PDB_6ej3,PDBBind,TRAIN
PDB_6eji,MOAD,TRAIN
PDB_6ekq,PDBBind,TRAIN
PDB_6el5,PDBBind,TRAIN
PDB_6eln,PDBBind,TRAIN
PDB_6elo,PDBBind,TRAIN
PDB_6elp,PDBBind,TRAIN
PDB_6en5,PDBBind,TRAIN
PDB_6eog,PDBBind,TRAIN
PDB_6eol,PDBBind,TRAIN
PDB_6ep4,PDBBind,TRAIN
PDB_6epa,PDBBind,TRAIN
PDB_6epz,PDBBind,TRAIN
PDB_6eq8,PDBBind,TRAIN
PDB_6eqp,PDBBind,TRAIN
PDB_6equ,PDBBind,TRAIN
PDB_6es0,MOAD,TEST
PDB_6esn,MOAD,TRAIN
PDB_6euw,PDBBind,TRAIN
PDB_6eux,PDBBind,TRAIN
PDB_6evr,PDBBind,TRAIN
PDB_6ex1,PDBBind,TEST
PDB_6exi,PDBBind,TRAIN
PDB_6exs,PDBBind,TRAIN
PDB_6ey8,PDBBind,TRAIN
PDB_6ey9,PDBBind,TRAIN
PDB_6eya,PDBBind,TEST
PDB_6eyb,PDBBind,TRAIN
PDB_6eyt,PDBBind,TRAIN
PDB_6ezq,PDBBind,TRAIN
PDB_6f05,PDBBind,TRAIN
PDB_6f1j,PDBBind,TEST
PDB_6f1n,PDBBind,TRAIN
PDB_6f20,PDBBind,TEST
PDB_6f28,PDBBind,TRAIN
PDB_6f3b,PDBBind,VAL
PDB_6f5u,MOAD,TRAIN
PDB_6f90,PDBBind,TRAIN
PDB_6f92,PDBBind,TRAIN
PDB_6f9g,PDBBind,TRAIN
PDB_6f9u,PDBBind,TRAIN
PDB_6f9v,PDBBind,TRAIN
PDB_6fa4,PDBBind,TRAIN
PDB_6faa,PDBBind,TRAIN
PDB_6faf,PDBBind,TRAIN
PDB_6fba,PDBBind,TRAIN
PDB_6fe0,PDBBind,TRAIN
PDB_6fe1,PDBBind,TRAIN
PDB_6ff8,MOAD,TEST
PDB_6ffi,MOAD,TRAIN
PDB_6fgg,PDBBind,TRAIN
PDB_6fhk,PDBBind,VAL
PDB_6fhq,PDBBind,TRAIN
PDB_6fl8,MOAD,TRAIN
PDB_6fmc,PDBBind,VAL
PDB_6fmj,PDBBind,TRAIN
PDB_6fne,MOAD,TEST
PDB_6fnf,PDBBind,TRAIN
PDB_6fng,PDBBind,TRAIN
PDB_6fni,PDBBind,TRAIN
PDB_6fnj,PDBBind,TRAIN
PDB_6fnq,PDBBind,TRAIN
PDB_6fnr,PDBBind,TRAIN
PDB_6fo5,PDBBind,TRAIN
PDB_6fp4,MOAD,TRAIN
PDB_6fs0,PDBBind,TRAIN
PDB_6fs1,PDBBind,VAL
PDB_6ftp,PDBBind,TRAIN
PDB_6ftz,PDBBind,TRAIN
PDB_6fuh,PDBBind,TRAIN
PDB_6fui,PDBBind,TRAIN
PDB_6fuj,PDBBind,TRAIN
PDB_6fv4,PDBBind,TRAIN
PDB_6fyz,PDBBind,TRAIN
PDB_6g0z,PDBBind,TEST
PDB_6g14,PDBBind,TRAIN
PDB_6g2l,PDBBind,TRAIN
PDB_6g2m,PDBBind,TRAIN
PDB_6g34,PDBBind,TRAIN
PDB_6g35,PDBBind,TRAIN
PDB_6g36,PDBBind,TRAIN
PDB_6g37,PDBBind,TEST
PDB_6g38,PDBBind,TRAIN
PDB_6g39,PDBBind,TRAIN
PDB_6g3a,PDBBind,TRAIN
PDB_6g3q,PDBBind,TRAIN
PDB_6g3v,PDBBind,TRAIN
PDB_6g5q,MOAD,TRAIN
PDB_6g98,PDBBind,TRAIN
PDB_6g9i,PDBBind,TRAIN
PDB_6g9u,PDBBind,TEST
PDB_6gdy,MOAD,TRAIN
PDB_6ge7,PDBBind,TRAIN
PDB_6ge9,MOAD,TEST
PDB_6gf9,PDBBind,VAL
PDB_6gfs,PDBBind,TRAIN
PDB_6gfz,PDBBind,TEST
PDB_6ghh,PDBBind,TRAIN
PDB_6gji,PDBBind,TRAIN
PDB_6gjj,PDBBind,TEST
PDB_6gjl,PDBBind,TRAIN
PDB_6gjm,PDBBind,TRAIN
PDB_6gjn,PDBBind,TRAIN
PDB_6gjr,PDBBind,TEST
PDB_6gl9,PDBBind,TRAIN
PDB_6gla,PDBBind,TRAIN
PDB_6glb,PDBBind,TRAIN
PDB_6gnm,PDBBind,TRAIN
PDB_6gnp,PDBBind,TRAIN
PDB_6gnr,PDBBind,TRAIN
PDB_6gnw,PDBBind,TRAIN
PDB_6gon,PDBBind,TRAIN
PDB_6got,PDBBind,TRAIN
PDB_6gu6,MOAD,TEST
PDB_6guc,PDBBind,TRAIN
PDB_6gue,PDBBind,TRAIN
PDB_6guh,PDBBind,TRAIN
PDB_6guk,PDBBind,TEST
PDB_6gvz,PDBBind,VAL
PDB_6gw4,PDBBind,TEST
PDB_6gwr,PDBBind,TEST
PDB_6gzd,PDBBind,TEST
PDB_6gzm,PDBBind,TRAIN
PDB_6h29,PDBBind,TRAIN
PDB_6h2z,PDBBind,TRAIN
PDB_6h33,PDBBind,TRAIN
PDB_6h34,PDBBind,TRAIN
PDB_6h36,PDBBind,VAL
PDB_6h37,PDBBind,TRAIN
PDB_6h38,PDBBind,TRAIN
PDB_6h5x,PDBBind,TRAIN
PDB_6h8s,PDBBind,TRAIN
PDB_6hd6,PDBBind,TRAIN
PDB_6hh3,PDBBind,TRAIN
PDB_6hh5,PDBBind,TRAIN
PDB_6hke,PDBBind,TRAIN
PDB_6hlx,PDBBind,TRAIN
PDB_6hly,PDBBind,TEST
PDB_6hm1,MOAD,TRAIN
PDB_6hmg,PDBBind,TEST
PDB_6hp9,MOAD,TRAIN
PDB_6hpw,PDBBind,TRAIN
PDB_6hqq,MOAD,TRAIN
PDB_6hqy,PDBBind,VAL
PDB_6hrq,PDBBind,TRAIN
PDB_6hs2,MOAD,TRAIN
PDB_6hsh,PDBBind,TEST
PDB_6ht1,PDBBind,TRAIN
PDB_6htg,PDBBind,TRAIN
PDB_6i3u,MOAD,VAL
PDB_6i5v,MOAD,TRAIN
PDB_6ibx,MOAD,TRAIN
PDB_6iil,MOAD,TRAIN
PDB_6iiu,PDBBind,TRAIN
PDB_6itq,MOAD,TRAIN
PDB_6iyk,MOAD,TRAIN
PDB_6j39,MOAD,TEST
PDB_6j72,MOAD,TRAIN
PDB_6jon,MOAD,TRAIN
PDB_6jtc,MOAD,VAL
PDB_6jut,MOAD,TRAIN
PDB_6k05,MOAD,TRAIN
PDB_6k0j,MOAD,TRAIN
PDB_6k3l,MOAD,TRAIN
PDB_6kg2,MOAD,TRAIN
PDB_6klk,MOAD,TEST
PDB_6knh,MOAD,TRAIN
PDB_6kzd,MOAD,TRAIN
PDB_6m7x,MOAD,TRAIN
PDB_6m88,MOAD,TRAIN
PDB_6ma2,PDBBind,TRAIN
PDB_6ma3,PDBBind,TRAIN
PDB_6ma4,PDBBind,TEST
PDB_6ma5,PDBBind,TRAIN
PDB_6mg5,MOAD,VAL
PDB_6mjf,PDBBind,TEST
PDB_6mjw,MOAD,TEST
PDB_6mu7,MOAD,TEST
PDB_6mvh,MOAD,TEST
PDB_6mxc,MOAD,TRAIN
PDB_6n0p,MOAD,TRAIN
PDB_6n3k,MOAD,TRAIN
PDB_6n3o,MOAD,TRAIN
PDB_6nel,MOAD,TRAIN
PDB_6nlk,MOAD,TRAIN
PDB_6nor,MOAD,TRAIN
PDB_6nwc,MOAD,VAL
PDB_6nyv,MOAD,TRAIN
PDB_6o0f,MOAD,TRAIN
PDB_6o1g,MOAD,TRAIN
PDB_6o80,MOAD,VAL
PDB_6oa3,MOAD,TRAIN
PDB_6ob5,MOAD,TRAIN
PDB_6oez,MOAD,TRAIN
PDB_6oqb,MOAD,VAL
PDB_6p83,MOAD,TRAIN
PDB_6pgu,MOAD,TRAIN
PDB_6pi5,MOAD,TRAIN
PDB_6prg,MOAD,TRAIN
PDB_6pyz,MOAD,TEST
PDB_6q67,MOAD,TRAIN
PDB_6qp0,MOAD,TRAIN
PDB_6qxd,MOAD,TRAIN
PDB_6qxg,MOAD,TRAIN
PDB_6r1b,MOAD,TRAIN
PDB_6r2c,MOAD,TRAIN
PDB_6r2u,MOAD,TRAIN
PDB_6r4v,MOAD,TRAIN
PDB_6r7d,MOAD,TRAIN
PDB_6r8l,MOAD,VAL
PDB_6rj6,MOAD,TRAIN
PDB_6rnt,PDBBind,TRAIN
PDB_6s1z,MOAD,TRAIN
PDB_6std,PDBBind,TRAIN
PDB_6szp,MOAD,VAL
PDB_6upj,PDBBind,TRAIN
PDB_7std,PDBBind,TEST
PDB_7upj,PDBBind,TRAIN
PDB_8cpa,PDBBind,TRAIN
PDB_966c,PDBBind,TRAIN
PDB_9abp,MOAD,TRAIN
,,
